system,n,finding_rate,exact_corrupt_span_rate,cwe787_rate,gold_overlap_rate,accuracy
freeform_mas,30,0.23333333333333334,0.1,0.23333333333333334,0.1,0.5333333333333333
self_refine,30,0.2,0.1,0.2,0.06666666666666667,0.43333333333333335
structured_mas,30,0.9333333333333333,0.3333333333333333,0.9333333333333333,0.23333333333333334,0.43333333333333335
