system,n,correct,accuracy,mean_completion_tokens,median_completion_tokens,mean_latency_seconds,median_latency_seconds
freeform_mas,58,30,0.5172413793103449,714.948275862069,718.5,62.57020879677593,62.991749604500455
self_refine,58,28,0.4827586206896552,708.7931034482758,743.5,62.170053025965565,64.20577534549994
structured_mas,58,30,0.5172413793103449,532.0,540.0,47.410909336793196,47.61065962799921
