system,n,accuracy,balanced_accuracy,precision_vulnerable,recall_vulnerable,f1_vulnerable,vulnerable_accuracy,fixed_accuracy,false_positive_rate,final_failure_rate,any_stage_failure_rate
freeform_mas,58,0.5172413793103449,0.5172413793103449,0.509090909090909,0.9655172413793104,0.6666666666666666,0.9655172413793104,0.06896551724137931,0.9310344827586207,0.0,0.0
self_refine,58,0.4827586206896552,0.4827586206896552,0.48936170212765956,0.7931034482758621,0.6052631578947368,0.7931034482758621,0.1724137931034483,0.8275862068965517,0.0,0.0
structured_mas,58,0.5172413793103449,0.5172413793103449,0.509090909090909,0.9655172413793104,0.6666666666666666,0.9655172413793104,0.06896551724137931,0.9310344827586207,0.0,0.0
